Farmer Name,Farm ID,Farm Size (Perches),Farm Type,Farm Location (Village),Farm Location (District),Crop Type,Brinjal Variety,Planting Start Date,Planting End Date,Expected Harvest (kg),Actual Harvest (kg),Soil Type,Soil pH Level,Seed Type,Seed Variety,Seed Source,Seed Quantity (g),Seed Cost (Rs.),Fertilizer Type,Fertilizer Brand,Total Fertilizer Quantity (kg),Fertilizer N-P-K Ratio,Fertilizer Application Schedule,Fertilizer Application Method,Fertilizer Cost (Rs.),Pesticide Type,Pesticide Name,Total Pesticide Quantity (kg),Pesticide Application Frequency,Pesticide Application Method,Pesticide Cost (Rs.),Water Source,Irrigation Method,Total Water Usage (liters),Irrigation Schedule,Irrigation Cost (Rs.),Total Number of Labor Hours,Total Labor Wages,Market Selling Price (Rs./kg),Total Sales Revenue (Rs.),Profit/Loss (Rs.),Buyer Type,Total Cost (Rs.),Yield per Perch,Cost per kg,ROI,Fertilizer Efficiency,Pesticide Efficiency,Water Efficiency,Labor Efficiency,Seed Efficiency,Final Performance Score,Cluster,Cluster Label,Enhanced Recommendations
Bandara Silva,4538,212.8,Organic,Vankalai,Mannar,Brinjal,Hybrid,02/11/2024,31/01/2025,1300.6,1484.42,Mixed,5.97,Hybrid,Variety-1,Unverified,204,1279.0,Chemical,Brand-7,52.06,"5,14,9",Monthly,Foliar Spray,6687.29,Organic,Pesticide-5,7.53,Weekly,Drip Irrigation,390.31,Canal,Sprinkler,3663939.35,Based on moisture levels,3026.38,9,2380.96,232.43,80764.78,47953.16,Wholesale,13763.939999999999,6.975657894736842,9.272267956508264,3.4839704328847705,28.51363756216601,197.13410396625446,0.000405143169195635,164.93553722938478,7.276568591781527,53.48,0,High Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.
Bandara Silva,6713,136.0,Conventional,Weeraketiya,Hambantota,Brinjal,Other,17/12/2023,27/03/2024,964.1,880.65,Sandy,5.9,Local,Variety-3,Certified,157,1625.01,Organic,Brand-7,40.2,"10,14,6",Bi-weekly,Foliar Spray,5210.71,Organic,Pesticide-5,15.72,Weekly,Spray,2113.68,River,Flood Irrigation,1889430.15,Based on moisture levels,1156.99,7,2304.43,250.02,88522.08,62284.68,Wholesale,12410.82,6.475367647058824,14.092795094532448,5.018578949658443,21.906715872967265,56.02098880273608,0.00046609291166415116,125.80712488469644,5.609235633062194,49.65,1,Moderate Performers,Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Bandara Silva,4242,696.0,Mixed,Deniyaya,Matara,Brinjal,Hybrid,07/06/2024,12/09/2024,4133.93,4328.08,Loamy,5.64,Local,Variety-9,Certified,681,2811.23,Organic,Brand-5,55.94,"5,13,13",Monthly,Foliar Spray,2559.35,Chemical,Pesticide-1,36.76,Weekly,Spray,977.28,Rainwater Harvesting,Flood Irrigation,9800462.51,Weekly,2918.64,7,2672.14,457.23,81926.47,53954.99,Retail,11938.64,6.218505747126437,2.7584148167316687,4.519358151347222,77.37003794476158,117.73884336945477,0.00044161997411687037,618.2970545289921,6.355477230021325,54.16,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.
Eran Wickramasinghe,4899,552.0,Conventional,Baddegama,Galle,Brinjal,Hybrid,19/03/2024,16/06/2024,3616.15,3800.61,Loamy,6.95,GMO,Variety-10,Certified,551,1667.53,Chemical,Brand-9,50.16,"7,14,8",Bi-weekly,Soil Application,1594.8,Organic,Pesticide-9,53.41,Weekly,Drip Irrigation,1763.56,River,Drip,7361373.6,Daily,2013.72,6,1520.53,453.52,55624.23,39461.44,Direct Consumers,8560.14,6.885163043478261,2.25230686652932,4.609905912753764,75.76973533154437,71.1591448949795,0.0005162908726707587,633.4348944275176,6.897658789659422,55.76,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Use targeted pesticide application to improve efficiency.
Dinesh Kumara,2970,89.6,Organic,Avissawella,Colombo,Brinjal,Hybrid,31/08/2023,03/11/2023,627.93,527.37,Clayey,5.75,GMO,Variety-2,Own-grown,109,1453.92,Organic,Brand-10,12.71,"10,10,10",Monthly,Soil Application,2842.72,Chemical,Pesticide-6,10.54,As needed,Drip Irrigation,1930.66,River,Sprinkler,1510869.04,Weekly,2515.42,4,1937.41,196.38,98794.85,82302.49,Direct Consumers,10680.13,5.885825892857143,20.251682879192973,7.706131854200278,41.49252230585977,50.03509961716323,0.00034905076882087074,131.84246703938322,4.838256836346268,48.16,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Amara Perera,6180,484.8,Conventional,Divulapitiya,Gampaha,Brinjal,Local,12/07/2023,18/09/2023,2800.45,3052.14,Sandy,5.72,GMO,Variety-3,Unverified,583,3740.96,Chemical,Brand-6,59.36,"10,15,14",Monthly,Soil Application,2823.54,Organic,Pesticide-6,46.54,As needed,Other,1593.76,River,Sprinkler,7991241.67,Weekly,1404.43,10,1269.6,124.44,29230.96,6972.27,Retail,10832.29,6.295668316831683,3.5490803174166325,0.6436561428839147,51.41745196399171,65.58100417746016,0.0003819356397964646,305.2139694786031,5.235231551912124,49.05,1,Moderate Performers,Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,7612,30.83,Conventional,Horana,Kalutara,Brinjal,Other,08/01/2024,10/03/2024,53.51,44.26,Sandy,6.7,Hybrid,Variety-10,Own-grown,8,3038.62,Chemical,Brand-7,81.72,"10,10,10",Monthly,Foliar Spray,8507.94,Chemical,Pesticide-6,25.74,Weekly,Spray,1879.65,Well,Drip,128990.39,Daily,5274.26,2,1540.09,231.69,75605.08,53824.43,Retail,20240.56,1.4356146610444374,457.310438319024,2.6592362069033664,0.5416054755065409,1.7195026526999746,0.0003431263367732811,22.12998893500553,5.532499308437587,23.92,2,Low Performers,Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-4' for better results.; Consider switching pesticide application frequency to 'Bi-weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Based on moisture levels' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Dinesh Kumara,2767,192.0,Conventional,Ududumbara,Kandy,Brinjal,Hybrid,29/02/2024,24/05/2024,1151.37,1106.86,Mixed,5.31,GMO,Variety-8,Own-grown,172,801.51,Organic,Brand-5,30.84,"10,10,10",Weekly,Foliar Spray,5074.22,Organic,Pesticide-9,13.61,Bi-weekly,Other,1205.15,Rainwater Harvesting,Sprinkler,2935004.09,Based on moisture levels,754.16,4,2259.28,491.89,74368.85,57496.69,Direct Consumers,10094.320000000002,5.764895833333333,9.11978027934879,5.6959448481918535,35.8904009114656,81.32695949103898,0.00037712383562628116,276.7149308212673,6.435232520725392,49.55,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.
Eran Wickramasinghe,5740,465.6,Mixed,Wilgamuwa,Matale,Brinjal,Hybrid,11/11/2024,11/02/2025,2558.34,3264.75,Loamy,6.61,Local,Variety-4,Own-grown,450,451.26,Chemical,Brand-3,29.89,"10,10,10",Weekly,Soil Application,813.26,Chemical,Pesticide-7,44.81,As needed,Drip Irrigation,1424.39,Rainwater Harvesting,Flood Irrigation,7640612.89,Weekly,3982.83,9,2678.52,423.79,139486.24,108707.82,Wholesale,9350.26,7.011920103092783,2.8640049008346735,11.626181517947096,109.22548982183038,72.85761944080296,0.0004272890207894792,362.74995969444893,7.254999983877778,58.11,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.
Eran Wickramasinghe,4844,512.0,Organic,Tawalantenna,Nuwara Eliya,Brinjal,Local,22/11/2023,03/03/2024,3112.35,2873.9,Loamy,5.78,GMO,Variety-5,Unverified,638,2360.28,Organic,Brand-2,50.75,"10,10,10",Bi-weekly,Soil Application,1172.41,Chemical,Pesticide-4,16.35,Weekly,Other,393.71,Well,Sprinkler,7141836.36,Weekly,1668.05,9,2611.07,192.75,61787.94,32693.86,Direct Consumers,8205.52,5.6130859375,2.8551863321618707,3.9843739336446684,56.62857031273754,175.773689555126,0.00040240350732421396,319.3221867419793,4.504545447485039,50.7,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,4800,747.2,Organic,Bandarawela,Badulla,Brinjal,Hybrid,17/11/2024,09/03/2025,4136.81,5216.01,Sandy,5.16,GMO,Variety-3,Own-grown,725,1906.02,Organic,Brand-6,170.22,"10,10,10",Weekly,Soil Application,2776.7,Organic,Pesticide-7,83.03,Weekly,Spray,1276.9,Canal,Drip,10190030.05,Weekly,450.67,10,1221.28,375.39,66177.5,47554.41,Direct Consumers,7631.569999999999,6.980741434689508,1.463104940366295,6.231274822873932,30.642756252833063,62.8207869105048,0.0005118738585073641,521.6009478399053,7.194496541800695,54.2,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.
Bandara Silva,2008,118.4,Mixed,Sewanagala,Monaragala,Brinjal,Hybrid,14/04/2024,28/06/2024,793.57,702.43,Clayey,6.02,Local,Variety-7,Unverified,108,758.76,Chemical,Brand-5,30.61,"10,10,10",Weekly,Soil Application,7910.42,Chemical,Pesticide-8,4.72,Bi-weekly,Spray,746.27,Well,Flood Irrigation,1800893.4,Based on moisture levels,1657.83,10,1765.5,378.39,114909.48,86181.2,Wholesale,12838.78,5.93268581081081,18.27766467833094,6.712569262811575,22.94772875048256,148.81988372460088,0.0003900452964065557,70.2429929757007,6.503981421259431,50.23,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.
Chandana Fernando,8748,192.0,Organic,Opanayaka,Ratnapura,Brinjal,Hybrid,19/07/2023,02/10/2023,1309.01,1027.91,Clayey,6.25,Local,Variety-10,Unverified,181,2553.96,Organic,Brand-7,16.48,"10,10,10",Monthly,Soil Application,1642.44,Chemical,Pesticide-7,11.52,Weekly,Spray,715.57,Rainwater Harvesting,Sprinkler,2935604.09,Based on moisture levels,1553.03,2,2474.32,116.44,45451.19,34037.55,Retail,8939.32,5.353697916666667,8.696597951182495,3.807621832533124,62.3731758268704,89.22829086559977,0.0003501528027914861,513.9547430226285,5.679060742104637,49.33,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Consider switching to drip irrigation for better water utilization.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,2219,176.0,Organic,Rambukkana,Kegalle,Brinjal,Local,07/09/2024,09/12/2024,1196.23,1201.88,Loamy,6.49,Hybrid,Variety-9,Certified,178,2490.14,Organic,Brand-9,54.26,"10,10,10",Bi-weekly,Soil Application,8058.54,Organic,Pesticide-5,21.92,Weekly,Drip Irrigation,1344.67,River,Flood Irrigation,2747460.94,Daily,2429.62,6,1271.54,451.94,202247.67,180295.46,Wholesale,15594.510000000002,6.828863636363637,12.975097347488935,11.561470030158047,22.150386617206294,54.830289469421096,0.0004374511690053591,200.31329994778335,6.7521347935273335,52.81,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.
Dinesh Kumara,9128,523.2,Mixed,Panduwasnuwara,Kurunegala,Brinjal,Local,11/11/2023,22/02/2024,3028.34,3428.03,Clayey,6.76,Hybrid,Variety-8,Unverified,615,3801.17,Chemical,Brand-5,73.97,"10,10,10",Weekly,Soil Application,1219.01,Chemical,Pesticide-7,50.19,Weekly,Spray,1925.49,Canal,Drip,7065771.62,Based on moisture levels,2721.43,4,2775.28,121.81,21493.37,725.15,Direct Consumers,12442.380000000001,6.5520451070336385,3.6296006744398386,0.05828065048648248,46.343517015769685,68.30105462639861,0.0004851600340854938,857.0072857481786,5.574032511261736,51.84,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching pesticide application method to 'Drip Irrigation' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Wholesale' for better results.; Use targeted pesticide application to improve efficiency.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,2097,577.6,Conventional,Wanathawilluwa,Puttalam,Brinjal,Other,19/08/2023,30/11/2023,4137.63,3223.31,Loamy,6.24,Hybrid,Variety-9,Unverified,671,836.01,Chemical,Brand-2,51.23,"10,10,10",Weekly,Soil Application,1600.92,Chemical,Pesticide-6,20.61,Bi-weekly,Spray,770.18,Rainwater Harvesting,Flood Irrigation,9276993.0,Daily,694.2,8,2084.14,408.83,162914.67,142340.24,Retail,5985.450000000001,5.580522853185595,1.8569265754767617,23.781042361058898,62.918405955135555,156.39543151890192,0.00034745202459456986,402.91369963578757,4.803740678384887,56.15,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
Amara Perera,5424,19.04,Conventional,Nochchiyagama,Anuradhapura,Brinjal,Local,16/08/2024,06/11/2024,44.59,48.72,Sandy,5.09,Hybrid,Variety-3,Certified,7,1279.28,Organic,Brand-4,61.79,"10,10,10",Weekly,Soil Application,2473.34,Organic,Pesticide-7,48.18,Bi-weekly,Drip Irrigation,1430.32,Rainwater Harvesting,Drip,113779.5,Based on moisture levels,4808.35,9,2375.72,454.14,190275.58,158902.81,Wholesale,12367.01,2.558823529411765,253.83846469622333,12.848927105258264,0.7884770870937516,1.011207949123953,0.00042819664350407413,5.413332731851919,6.959999005714428,36.23,2,Low Performers,Consider switching seed variety to 'Variety-10' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer application schedule to 'Monthly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching buyer type to 'Retail' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Optimize labor distribution and reduce unnecessary workforce hours.; Use higher-quality seeds and improve soil treatment for better yield.
Chandana Fernando,3716,83.2,Conventional,Thamankaduwa,Polonnaruwa,Brinjal,Hybrid,18/02/2024,03/05/2024,594.28,493.45,Loamy,5.73,Hybrid,Variety-5,Unverified,96,324.59,Organic,Brand-9,25.36,"10,14,5",Monthly,Foliar Spray,5125.8,Chemical,Pesticide-8,8.66,As needed,Spray,1730.84,River,Drip,1472101.91,Based on moisture levels,1480.84,4,2443.89,363.92,69435.94,50998.31,Direct Consumers,11105.96,5.9308894230769225,22.506758536832503,4.591976740416857,19.45780680371424,56.980362935292966,0.0003352009780353215,123.3624691593827,5.140104113123916,46.46,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Optimize labor distribution and reduce unnecessary workforce hours.; Use certified seeds to enhance germination and crop output.
Chandana Fernando,9324,784.0,Mixed,Nilaveli,Trincomalee,Brinjal,Other,17/08/2023,16/10/2023,5569.16,5047.78,Clayey,5.4,Hybrid,Variety-3,Unverified,976,611.64,Chemical,Brand-6,242.65,"10,10,10",Bi-weekly,Foliar Spray,4406.42,Chemical,Pesticide-6,88.98,Bi-weekly,Drip Irrigation,1948.95,Canal,Drip,13377707.95,Daily,650.54,2,1415.62,242.68,50399.78,39950.99,Wholesale,9033.17,6.438494897959183,1.7895332205444772,4.422698786804632,20.802719881299318,56.729376750625114,0.00037732771703987024,2523.8887380556307,5.171905732405834,54.22,0,High Performers,Consider switching soil type to 'Mixed' for better results.; Consider switching seed type to 'GMO' for better results.; Consider switching seed variety to 'Variety-7' for better results.; Consider switching seed source to 'Own-grown' for better results.; Consider switching fertilizer brand to 'Brand-1' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Soil Application' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Flood Irrigation' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Use targeted pesticide application to improve efficiency.; Consider switching to drip irrigation for better water utilization.; Use certified seeds to enhance germination and crop output.
Eran Wickramasinghe,7679,644.8,Mixed,Valaichchenai,Batticaloa,Brinjal,Local,23/05/2023,05/09/2023,3903.74,3902.56,Loamy,5.27,GMO,Variety-10,Own-grown,652,2529.03,Chemical,Brand-9,181.99,"10,10,10",Bi-weekly,Soil Application,4612.45,Chemical,Pesticide-8,33.33,As needed,Spray,782.56,Well,Flood Irrigation,10603603.44,Daily,2230.34,8,1359.4,457.98,95887.27,74857.69,Wholesale,11513.779999999999,6.052357320099256,2.950314665245377,6.501573766391229,21.443815476433784,117.08850533787864,0.00036804092326557546,487.81993902250764,5.9855214632123905,50.64,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation method to 'Sprinkler' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Optimize fertilizer usage by applying better dosage based on soil tests.; Consider switching to drip irrigation for better water utilization.
Dinesh Kumara,4336,771.2,Conventional,Lahugala,Ampara,Brinjal,Other,21/11/2023,16/02/2024,5140.45,4563.17,Mixed,6.0,GMO,Variety-2,Unverified,863,1558.25,Chemical,Brand-6,53.31,"7,13,12",Weekly,Soil Application,2181.52,Chemical,Pesticide-7,68.25,As needed,Other,881.8,Rainwater Harvesting,Sprinkler,10902584.11,Daily,1001.28,8,2452.12,367.73,81555.16,56315.35,Wholesale,8074.969999999999,5.916973547717842,1.7695965743112791,6.974063061534594,85.59688453204119,66.85963272000538,0.0004185402244055315,570.3961787004778,5.287566621914755,52.78,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application method to 'Foliar Spray' for better results.; Consider switching pesticide application frequency to 'Weekly' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Use targeted pesticide application to improve efficiency.; Use certified seeds to enhance germination and crop output.
Bandara Silva,4518,734.4,Mixed,Karainagar,Jaffna,Brinjal,Local,07/03/2023,04/06/2023,5252.12,4036.48,Mixed,5.79,GMO,Variety-10,Unverified,869,3017.17,Organic,Brand-2,52.23,"10,10,10",Bi-weekly,Foliar Spray,1642.12,Organic,Pesticide-5,29.51,Weekly,Drip Irrigation,955.54,Well,Sprinkler,10375070.31,Weekly,5629.37,6,1755.9,264.03,78501.4,56721.8,Retail,13000.1,5.496296296296297,3.2206526478515936,4.363181821678295,77.28278619025875,136.78345859764624,0.00038905567667421527,672.7465545422409,4.644971225955154,51.58,1,Moderate Performers,Consider switching soil type to 'Sandy' for better results.; Consider switching seed variety to 'Variety-8' for better results.; Consider switching seed source to 'Certified' for better results.; Consider switching fertilizer type to 'Chemical' for better results.; Consider switching fertilizer brand to 'Brand-7' for better results.; Consider switching fertilizer application schedule to 'Weekly' for better results.; Consider switching pesticide type to 'Chemical' for better results.; Consider switching pesticide application method to 'Other' for better results.; Consider switching water source to 'Rainwater Harvesting' for better results.; Consider switching irrigation schedule to 'Daily' for better results.; Consider switching buyer type to 'Direct Consumers' for better results.; Consider switching to drip irrigation for better water utilization.; Use higher-quality seeds and improve soil treatment for better yield.; Use certified seeds to enhance germination and crop output.
